R,G,B,IndexRGB,CPC
0.8128654970760234,0.8300000000000001,0.8186813186813187,0.810118061322839,0.0833
0.8128654970760234,0.8200000000000001,0.7967032967032968,0.8131465943869695,0.0833
0.7251461988304093,0.8,0.7692307692307693,0.7242074022926754,0.0833
0.7251461988304093,0.8,0.7692307692307693,0.7268756687221628,0.0833
0.7426900584795322,0.81,0.7857142857142857,0.7420642895942854,0.0833
0.7660818713450293,0.8250000000000001,0.8021978021978022,0.7624985100001325,0.0833
0.760233918128655,0.8400000000000001,0.7967032967032968,0.7614719323136061,0.0833
0.7660818713450293,0.8400000000000001,0.8021978021978022,0.7638833987659202,0.0833
0.7894736842105263,0.8600000000000001,0.8131868131868132,0.7885009076888082,0.0833
0.8011695906432748,0.8600000000000001,0.8131868131868132,0.797575484659957,0.0833
0.8070175438596492,0.8600000000000001,0.8186813186813187,0.8042782396197121,0.0833
0.8070175438596492,0.8600000000000001,0.8131868131868132,0.8052204617581812,0.0833
0.8070175438596492,0.8600000000000001,0.8186813186813187,0.8047167284696242,0.0833
0.8070175438596492,0.8600000000000001,0.8186813186813187,0.806503750533,0.0833
0.8070175438596492,0.8550000000000001,0.8131868131868132,0.8055070395104854,0.0833
0.8011695906432748,0.8550000000000001,0.8131868131868132,0.8003871288544775,0.0833
0.7836257309941521,0.8400000000000001,0.7967032967032968,0.7802762861976635,0.0833
0.8070175438596492,0.8600000000000001,0.8131868131868132,0.8055911283918997,0.0833
0.8128654970760234,0.8600000000000001,0.8186813186813187,0.8100624168833408,0.0833
0.8128654970760234,0.8600000000000001,0.8186813186813187,0.8097129058032974,0.0833
0.672514619883041,0.9,0.7582417582417582,0.6692761182865673,0.0833
0.6666666666666667,0.9,0.7582417582417582,0.664957896448187,0.0833
0.6783625730994152,0.895,0.7637362637362638,0.6750822511037999,0.0833
0.672514619883041,0.895,0.7582417582417582,0.6720617180389584,0.0833
0.672514619883041,0.895,0.7637362637362638,0.6738594067680528,0.0833
0.6783625730994152,0.9,0.7637362637362638,0.6750354955524005,0.0833
0.672514619883041,0.895,0.7637362637362638,0.6728908735208113,0.0833
0.672514619883041,0.895,0.7637362637362638,0.6732784290419175,0.0833
0.6783625730994152,0.9,0.7637362637362638,0.6766796731840291,0.0833
0.672514619883041,0.895,0.7582417582417582,0.6706973626046789,0.0833
0.672514619883041,0.9,0.7637362637362638,0.6737779845530681,0.0833
0.672514619883041,0.895,0.7582417582417582,0.6692377182899807,0.0833
0.672514619883041,0.895,0.7582417582417582,0.6709162070296706,0.0833
0.7719298245614035,0.91,0.8406593406593407,0.7690900649697721,0.0833
0.7719298245614035,0.91,0.8406593406593407,0.7731127312788684,0.0833
0.7660818713450293,0.905,0.8351648351648352,0.7654201097404347,0.0833
0.7660818713450293,0.905,0.8351648351648352,0.7673026873508723,0.0833
0.7660818713450293,0.91,0.8351648351648352,0.7632670432651517,0.0833
0.7660818713450293,0.905,0.8351648351648352,0.762660643319054,0.0833
0.7719298245614035,0.905,0.8296703296703297,0.7690860649701277,0.0833
0.7134502923976609,0.805,0.7472527472527473,0.7098632257899355,0.0833
0.7134502923976609,0.805,0.7527472527472527,0.7140603809724106,0.0833
0.7192982456140351,0.81,0.7582417582417582,0.7188977138757588,0.0833
0.7134502923976609,0.805,0.7527472527472527,0.7097194924693785,0.0833
0.7134502923976609,0.81,0.7582417582417582,0.7140891809698506,0.0833
0.7076023391812865,0.805,0.7527472527472527,0.7090658925274763,0.0833
0.7017543859649122,0.805,0.7582417582417582,0.7014747820911306,0.0833
0.7076023391812865,0.81,0.7527472527472527,0.7081378037210841,0.0833
0.7076023391812865,0.81,0.7527472527472527,0.7063440261027533,0.0833
0.7017543859649122,0.805,0.7417582417582418,0.699131226743891,0.0833
0.7134502923976609,0.805,0.7417582417582418,0.7133667810340639,0.0833
0.6900584795321638,0.8350000000000001,0.7472527472527473,0.689065005416444,0.0833
0.6842105263157894,0.8300000000000001,0.7472527472527473,0.6838371836589171,0.0833
0.6783625730994152,0.8350000000000001,0.7417582417582418,0.6747079400259609,0.0833
0.6549707602339181,0.8300000000000001,0.7252747252747253,0.651709097625858,0.0833
0.6432748538011697,0.8250000000000001,0.7197802197802198,0.6426128317677483,0.0833
0.672514619883041,0.8300000000000001,0.7362637362637363,0.6690106071990571,0.0833
0.6432748538011697,0.8300000000000001,0.7197802197802198,0.6420707873714856,0.0833
0.6491228070175439,0.8350000000000001,0.7252747252747253,0.6461174536784486,0.0833
0.6549707602339181,0.8250000000000001,0.7197802197802198,0.6534174530295598,0.0833
0.736842105263158,0.93,0.8076923076923077,0.7337612681101096,0.0833
0.736842105263158,0.93,0.8076923076923077,0.7346298902551209,0.0833
0.736842105263158,0.9349999999999999,0.8131868131868132,0.738567578793993,0.0833
0.7426900584795322,0.9349999999999999,0.8131868131868132,0.7395269564864928,0.0833
0.7485380116959064,0.9400000000000001,0.8186813186813187,0.7461298003440178,0.0833
0.7543859649122806,0.945,0.8241758241758241,0.7510854443479605,0.0833
0.7543859649122806,0.9500000000000001,0.8296703296703297,0.7562859772190244,0.0833
0.7543859649122806,0.945,0.8241758241758241,0.7515698887493433,0.0833
0.7543859649122806,0.945,0.8241758241758241,0.7541881996277157,0.0833
0.7543859649122806,0.9500000000000001,0.8296703296703297,0.7553971772980287,0.0833
0.7543859649122806,0.945,0.8241758241758241,0.75273148864609,0.0833
0.760233918128655,0.955,0.8296703296703297,0.7587340658903053,0.0833
0.7543859649122806,0.9500000000000001,0.8241758241758241,0.7538890885431921,0.0833
0.7543859649122806,0.9500000000000001,0.8296703296703297,0.7561566438971873,0.0833
0.760233918128655,0.955,0.8296703296703297,0.7604122879633523,0.0833
0.7543859649122806,0.9500000000000001,0.8241758241758241,0.7536167330118461,0.0833
0.7543859649122806,0.9500000000000001,0.8296703296703297,0.7549969106669413,0.0833
0.7543859649122806,0.9500000000000001,0.8241758241758241,0.7542597551769107,0.0833
0.7426900584795322,0.9400000000000001,0.8131868131868132,0.7427529117552968,0.0833
0.7426900584795322,0.9349999999999999,0.8131868131868132,0.7396349564768928,0.0833
0.6900584795321638,0.895,0.7692307692307693,0.6891334498548045,0.0833
0.6900584795321638,0.885,0.7637362637362638,0.6887674943317783,0.0833
0.695906432748538,0.89,0.7692307692307693,0.6932391383787433,0.0833
0.695906432748538,0.895,0.7747252747252747,0.6961701603404302,0.0833
0.7017543859649122,0.9,0.7747252747252747,0.7008114043723197,0.0833
0.7017543859649122,0.9,0.7802197802197802,0.7015313154194387,0.0833
0.695906432748538,0.89,0.7692307692307693,0.6928017161954031,0.0833
0.695906432748538,0.895,0.7747252747252747,0.6970795824818149,0.0833
0.7017543859649122,0.895,0.7747252747252747,0.6997856266857221,0.0833
0.7017543859649122,0.895,0.7747252747252747,0.6989245600955947,0.0833
0.7017543859649122,0.89,0.7747252747252747,0.7011968265602821,0.0833
0.7017543859649122,0.89,0.7747252747252747,0.6986811823394505,0.0833
0.695906432748538,0.885,0.7692307692307693,0.6969692713805092,0.0833
0.695906432748538,0.89,0.7747252747252747,0.6980703379493034,0.0833
0.695906432748538,0.89,0.7692307692307693,0.6970752269266466,0.0833
0.695906432748538,0.89,0.7747252747252747,0.697907493519334,0.0833
0.695906432748538,0.89,0.7747252747252747,0.6976218046558397,0.0833
0.695906432748538,0.885,0.7692307692307693,0.6958447381471344,0.0833
0.695906432748538,0.89,0.7747252747252747,0.6970691824827394,0.0833
0.695906432748538,0.885,0.7692307692307693,0.695314427083162,0.0833
0.7660818713450293,0.8500000000000001,0.7802197802197802,0.7661125541233286,0.0833
0.6432748538011697,0.8250000000000001,0.7197802197802198,0.6446895426942629,0.0833
0.631578947368421,0.8250000000000001,0.7087912087912088,0.6319761216021226,0.0833
0.6491228070175439,0.8200000000000001,0.7197802197802198,0.6507941643738521,0.0833
0.6491228070175439,0.8200000000000001,0.7142857142857143,0.6470043869329435,0.0833
0.6491228070175439,0.8150000000000001,0.7142857142857143,0.6474571868926946,0.0833
0.6549707602339181,0.8250000000000001,0.7252747252747253,0.656455052759551,0.0833
0.6549707602339181,0.8200000000000001,0.7252747252747253,0.6561457194537139,0.0833
0.6549707602339181,0.8200000000000001,0.7197802197802198,0.6527723864202324,0.0833
0.6549707602339181,0.8200000000000001,0.7197802197802198,0.651630875410589,0.0833
0.6491228070175439,0.8200000000000001,0.7197802197802198,0.6473374535700042,0.0833
0.6491228070175439,0.8200000000000001,0.7142857142857143,0.6475594091058303,0.0833
0.6491228070175439,0.8200000000000001,0.7197802197802198,0.6498720311224861,0.0833
0.6432748538011697,0.8200000000000001,0.7142857142857143,0.6422838540192131,0.0833
0.6432748538011697,0.8150000000000001,0.7142857142857143,0.6420415429296407,0.0833
0.6432748538011697,0.8150000000000001,0.7142857142857143,0.6438327427704229,0.0833
0.6432748538011697,0.8150000000000001,0.7142857142857143,0.6428180761939488,0.0833
0.6432748538011697,0.8150000000000001,0.7087912087912088,0.6416974540713375,0.0833
0.6491228070175439,0.8200000000000001,0.7197802197802198,0.6481358534990352,0.0833
0.6432748538011697,0.8150000000000001,0.7142857142857143,0.644292653840653,0.0833
0.7426900584795322,0.895,0.8076923076923077,0.7422566451327427,0.0833
0.7485380116959064,0.89,0.8076923076923077,0.7476034891019121,0.0833
0.7309941520467835,0.89,0.7967032967032968,0.7287486463334537,0.0833
0.7485380116959064,0.895,0.8076923076923077,0.7459156670297186,0.0833
0.7426900584795322,0.89,0.8021978021978022,0.7416035785241264,0.0833
0.7426900584795322,0.89,0.8021978021978022,0.7404678452917471,0.0833
0.7426900584795322,0.895,0.8076923076923077,0.7433207339270459,0.0833
0.7426900584795322,0.89,0.8021978021978022,0.7403674897451121,0.0833
0.7426900584795322,0.89,0.8021978021978022,0.7410400230186647,0.0833
0.7485380116959064,0.895,0.8131868131868132,0.7490826000815467,0.0833
0.7485380116959064,0.895,0.8076923076923077,0.7470958447025916,0.0833
0.7485380116959064,0.895,0.8076923076923077,0.7481319334993838,0.0833
0.7485380116959064,0.895,0.8076923076923077,0.7463429558806262,0.0833
0.7485380116959064,0.9,0.8131868131868132,0.7502577999770845,0.0833
0.7485380116959064,0.895,0.8076923076923077,0.7452631337543881,0.0833
0.7485380116959064,0.895,0.8076923076923077,0.7448983337868148,0.0833
0.7426900584795322,0.89,0.8076923076923077,0.7422360229123536,0.0833
0.7426900584795322,0.89,0.8076923076923077,0.7431054450572938,0.0833
0.7426900584795322,0.89,0.8076923076923077,0.7427332673125985,0.0833
0.7485380116959064,0.895,0.8076923076923077,0.7465580669726163,0.0833
0.760233918128655,0.9500000000000001,0.8351648351648352,0.7600429546628485,0.0833
0.760233918128655,0.9500000000000001,0.8296703296703297,0.7597217102469591,0.0833
0.7836257309941521,0.945,0.8461538461538461,0.7849369080056082,0.0833
0.7660818713450293,0.945,0.8351648351648352,0.767326331793215,0.0833
0.7719298245614035,0.945,0.8406593406593407,0.7688898872097879,0.0833
0.7719298245614035,0.9500000000000001,0.8406593406593407,0.7706920203829316,0.0833
0.7719298245614035,0.9500000000000001,0.8406593406593407,0.7727789535307598,0.0833
0.7719298245614035,0.955,0.8406593406593407,0.7739386867610056,0.0833
0.7719298245614035,0.9500000000000001,0.8406593406593407,0.7738469534358264,0.0833
0.7719298245614035,0.9500000000000001,0.8406593406593407,0.7711775314508862,0.0833
0.7660818713450293,0.9500000000000001,0.8351648351648352,0.7682134428254718,0.0833
0.7719298245614035,0.9500000000000001,0.8406593406593407,0.7687063316705484,0.0833
0.7719298245614035,0.955,0.8406593406593407,0.7726933535383687,0.0833
0.7719298245614035,0.9500000000000001,0.8406593406593407,0.7717881980632714,0.0833
0.7719298245614035,0.9500000000000001,0.8406593406593407,0.7719570869371479,0.0833
0.7719298245614035,0.955,0.8406593406593407,0.773137531276664,0.0833
0.7719298245614035,0.955,0.8406593406593407,0.7723320202371539,0.0833
0.7719298245614035,0.9500000000000001,0.8406593406593407,0.7703230426379518,0.0833
0.7719298245614035,0.955,0.8406593406593407,0.7728926424095429,0.0833
0.7719298245614035,0.955,0.8406593406593407,0.7719349536057819,0.0833
0.7660818713450293,0.945,0.8296703296703297,0.766167398562898,0.076
0.7660818713450293,0.945,0.8296703296703297,0.7661534430085829,0.076
0.7660818713450293,0.945,0.8296703296703297,0.7638143321053927,0.076
0.7660818713450293,0.945,0.8296703296703297,0.7661537096752259,0.076
0.7660818713450293,0.945,0.8296703296703297,0.7662294430018274,0.076
0.7719298245614035,0.945,0.8351648351648352,0.7689262427621119,0.076
0.7719298245614035,0.945,0.8351648351648352,0.768960909425697,0.076
0.7719298245614035,0.9500000000000001,0.8296703296703297,0.7687282872241523,0.076
0.7719298245614035,0.9500000000000001,0.8351648351648352,0.7693297982817957,0.076
0.7719298245614035,0.9500000000000001,0.8351648351648352,0.7703282870819301,0.076
0.7777777777777777,0.955,0.8406593406593407,0.7754968199558383,0.076
0.7719298245614035,0.955,0.8406593406593407,0.7741679311850729,0.076
0.7777777777777777,0.955,0.8406593406593407,0.7754682866250412,0.076
0.7719298245614035,0.955,0.8351648351648352,0.772704820204016,0.076
0.7719298245614035,0.955,0.8351648351648352,0.7723464202358739,0.076
0.7719298245614035,0.9500000000000001,0.8351648351648352,0.7724855313346195,0.076
0.7719298245614035,0.955,0.8351648351648352,0.7735665090163104,0.076
0.7777777777777777,0.9500000000000001,0.8351648351648352,0.7748360200145761,0.076
0.7777777777777777,0.955,0.8406593406593407,0.7751868644278344,0.076
0.7777777777777777,0.955,0.8406593406593407,0.7756365532767509,0.076
0.9766081871345029,0.9800000000000001,0.9505494505494506,0.9738948467649026,0.076
0.9883040935672514,0.9900000000000001,0.9615384615384616,0.9877040899818588,0.076
0.9883040935672514,0.995,0.967032967032967,0.9894231120512791,0.076
1.0,0.9900000000000001,0.9725274725274725,0.9997544889107122,0.076
0.9941520467836258,0.9800000000000001,0.967032967032967,0.9911105785679486,0.076
0.9941520467836258,0.9800000000000001,0.967032967032967,0.9927124450922271,0.076
1.0,0.985,0.9725274725274725,0.9963262225487803,0.076
0.9941520467836258,0.985,0.967032967032967,0.9935362672412207,0.076
1.0,0.985,0.9780219780219781,1.0,0.076
0.9883040935672514,0.975,0.9615384615384616,0.9862502234444246,0.076
0.9707602339181287,0.9700000000000001,0.9505494505494506,0.972177602473102,0.076
0.9649122807017543,0.965,0.945054945054945,0.9611359145656966,0.076
0.9590643274853801,0.9600000000000001,0.9395604395604396,0.9568112927278851,0.076
0.9532163742690059,0.9600000000000001,0.9395604395604396,0.9543938707205449,0.076
0.9649122807017543,0.965,0.945054945054945,0.9617004478488491,0.076
0.9649122807017543,0.965,0.945054945054945,0.961233247890378,0.076
0.9649122807017543,0.965,0.945054945054945,0.9610913812363218,0.076
0.9707602339181287,0.965,0.945054945054945,0.9674856917790496,0.076
0.9649122807017543,0.965,0.9505494505494506,0.9649026697864294,0.076
0.9590643274853801,0.955,0.9395604395604396,0.9562520038887108,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7825157526652665,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7816665082963105,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7847818857971658,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7810597527946886,0.076
0.7836257309941521,0.945,0.8351648351648352,0.7805021528442532,0.076
0.7836257309941521,0.9400000000000001,0.8351648351648352,0.7803121973055825,0.076
0.7777777777777777,0.9400000000000001,0.8351648351648352,0.7791435751872379,0.076
0.7836257309941521,0.9400000000000001,0.8351648351648352,0.7805480195068427,0.076
0.7836257309941521,0.945,0.8406593406593407,0.781043130573944,0.076
0.7894736842105263,0.945,0.8406593406593407,0.7876557522083777,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7848671302340329,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7835416192407451,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7836432192317139,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7837554858884013,0.076
0.7894736842105263,0.9500000000000001,0.8461538461538461,0.7877431299783885,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7825627748833089,0.076
0.7836257309941521,0.9400000000000001,0.8351648351648352,0.7805274861753346,0.076
0.7836257309941521,0.945,0.8406593406593407,0.7808950416982186,0.076
0.7836257309941521,0.945,0.8406593406593407,0.781979486046268,0.076
0.7836257309941521,0.9400000000000001,0.8406593406593407,0.7816392194098473,0.076
0.871345029239766,0.92,0.8626373626373627,0.8698649004564534,0.076
0.8654970760233918,0.9150000000000001,0.8626373626373627,0.8666244563000484,0.076
0.8654970760233918,0.91,0.8571428571428572,0.8613894345431614,0.076
0.8654970760233918,0.9150000000000001,0.8626373626373627,0.8643142342831792,0.076
0.8654970760233918,0.9150000000000001,0.8626373626373627,0.864964189780961,0.076
0.8596491228070176,0.905,0.8516483516483516,0.85771281264775,0.076
0.8654970760233918,0.91,0.8571428571428572,0.8638283676597007,0.076
0.8596491228070176,0.91,0.8571428571428572,0.8612571678882518,0.076
0.8596491228070176,0.91,0.8571428571428572,0.8606846346058104,0.076
0.8654970760233918,0.91,0.8626373626373627,0.8660984119023635,0.076
0.8654970760233918,0.91,0.8571428571428572,0.8633203677048562,0.076
0.8596491228070176,0.905,0.8571428571428572,0.8589492569822883,0.076
0.871345029239766,0.9150000000000001,0.8626373626373627,0.8697746782422509,0.076
0.8654970760233918,0.91,0.8571428571428572,0.8633711232559003,0.076
0.8654970760233918,0.91,0.8571428571428572,0.8635483676845896,0.076
0.8596491228070176,0.91,0.8516483516483516,0.8574513015598844,0.076
0.8654970760233918,0.91,0.8571428571428572,0.8619454344937392,0.076
0.8654970760233918,0.91,0.8571428571428572,0.8635073899104543,0.076
0.8596491228070176,0.905,0.8516483516483516,0.858526679242073,0.076
0.8654970760233918,0.91,0.8571428571428572,0.8639601009813244,0.076
0.7192982456140351,0.885,0.7857142857142857,0.7174909584452482,0.076
0.7485380116959064,0.88,0.7912087912087912,0.7478883779654776,0.076
0.7485380116959064,0.88,0.7912087912087912,0.7486768223398381,0.076
0.8011695906432748,0.875,0.8076923076923077,0.8015333509748133,0.076
0.7309941520467835,0.89,0.7967032967032968,0.7299443795604996,0.076
0.7485380116959064,0.885,0.8076923076923077,0.7473933557872573,0.076
0.7192982456140351,0.89,0.7857142857142857,0.7214158469852581,0.076
0.7309941520467835,0.885,0.7912087912087912,0.7281039352796502,0.076
0.7251461988304093,0.89,0.7912087912087912,0.7266885576276838,0.076
0.7309941520467835,0.89,0.7912087912087912,0.7276962908714408,0.076
0.7192982456140351,0.89,0.7857142857142857,0.7189440249827533,0.076
0.7251461988304093,0.895,0.7912087912087912,0.7235818912371653,0.076
0.7309941520467835,0.89,0.7967032967032968,0.7276612686523317,0.076
0.7192982456140351,0.89,0.7857142857142857,0.7212310470016847,0.076
0.7192982456140351,0.89,0.7857142857142857,0.7198729137890744,0.076
0.736842105263158,0.89,0.7967032967032968,0.7357677568206439,0.076
0.7251461988304093,0.895,0.7912087912087912,0.7216486469645648,0.076
0.7426900584795322,0.895,0.8076923076923077,0.7431875783833264,0.076
0.7251461988304093,0.895,0.7912087912087912,0.725945624360389,0.076
0.7309941520467835,0.895,0.7967032967032968,0.7286756685621628,0.076
0.9064327485380117,0.9349999999999999,0.9120879120879121,0.9031788530507687,0.076
0.9005847953216375,0.9349999999999999,0.9120879120879121,0.9018989420534275,0.076
0.9005847953216375,0.93,0.9120879120879121,0.9014068532082797,0.076
0.9064327485380117,0.9349999999999999,0.9120879120879121,0.9036686307850107,0.076
0.9064327485380117,0.9349999999999999,0.9120879120879121,0.9052164528696487,0.076
0.9064327485380117,0.9349999999999999,0.9120879120879121,0.9051017862131746,0.076
0.9064327485380117,0.93,0.9120879120879121,0.9042706751759401,0.076
0.9064327485380117,0.9349999999999999,0.9120879120879121,0.9043255196155094,0.076
0.9122807017543859,0.9400000000000001,0.9175824175824177,0.9081667637185099,0.076
0.9005847953216375,0.9349999999999999,0.9120879120879121,0.9020439198183183,0.076
0.9064327485380117,0.9349999999999999,0.9120879120879121,0.9057516528220754,0.076
0.9122807017543859,0.9349999999999999,0.9175824175824177,0.9087869414411608,0.076
0.9122807017543859,0.9349999999999999,0.9120879120879121,0.9085095192435984,0.076
0.9064327485380117,0.9349999999999999,0.9175824175824177,0.9074309415616941,0.076
0.9064327485380117,0.9349999999999999,0.9120879120879121,0.9065773416375696,0.076
0.9122807017543859,0.9400000000000001,0.9175824175824177,0.9096537858085524,0.076
0.9122807017543859,0.9400000000000001,0.9175824175824177,0.9105055190661762,0.076
0.9122807017543859,0.9400000000000001,0.9175824175824177,0.9092609858434679,0.076
0.9122807017543859,0.9349999999999999,0.9175824175824177,0.9091669414073831,0.076
0.9064327485380117,0.9349999999999999,0.9175824175824177,0.9080966303914106,0.076
0.7309941520467835,0.8500000000000001,0.7802197802197802,0.7293622462789114,0.076
0.7426900584795322,0.8550000000000001,0.7912087912087912,0.7426122895455743,0.076
0.7426900584795322,0.8500000000000001,0.7912087912087912,0.7419984229334736,0.076
0.7426900584795322,0.8550000000000001,0.7912087912087912,0.74296020062576,0.076
0.7426900584795322,0.8550000000000001,0.7912087912087912,0.7442313116238835,0.076
0.7426900584795322,0.8550000000000001,0.7912087912087912,0.7437680227761758,0.076
0.7485380116959064,0.8550000000000001,0.7967032967032968,0.7453542448574005,0.076
0.7485380116959064,0.8550000000000001,0.7967032967032968,0.7455908670585897,0.076
0.7485380116959064,0.8550000000000001,0.7967032967032968,0.7471677558073107,0.076
0.760233918128655,0.8600000000000001,0.8021978021978022,0.7582331770459398,0.076
0.7543859649122806,0.8600000000000001,0.8021978021978022,0.7516780665175052,0.076
0.7543859649122806,0.8600000000000001,0.8021978021978022,0.7536538885640989,0.076
0.7485380116959064,0.8550000000000001,0.7967032967032968,0.7493505111688435,0.076
0.7485380116959064,0.8550000000000001,0.7967032967032968,0.7497154000252978,0.076
0.760233918128655,0.8600000000000001,0.8076923076923077,0.7610139767987577,0.076
0.7543859649122806,0.8600000000000001,0.8021978021978022,0.7521485553645729,0.076
0.7543859649122806,0.8550000000000001,0.8021978021978022,0.7511981554490529,0.076
0.7543859649122806,0.8600000000000001,0.8021978021978022,0.7542377107344258,0.076
0.7543859649122806,0.8600000000000001,0.8021978021978022,0.7547060662483497,0.076
0.7543859649122806,0.8550000000000001,0.8021978021978022,0.7539897107564703,0.076
0.871345029239766,0.9400000000000001,0.8461538461538461,0.8691256116332791,0.076
0.8888888888888888,0.945,0.8681318681318682,0.8902173430917918,0.076
0.9005847953216375,0.945,0.8736263736263736,0.8967883647299232,0.076
0.8304093567251463,0.9500000000000001,0.8571428571428572,0.8321675704739938,0.076
0.8362573099415205,0.9400000000000001,0.8516483516483516,0.8337810814416817,0.076
0.8128654970760234,0.9500000000000001,0.8626373626373627,0.8117318389571699,0.076
0.8128654970760234,0.9600000000000001,0.8681318681318682,0.8101229502112933,0.076
0.8128654970760234,0.955,0.8681318681318682,0.8116887278498909,0.076
0.8128654970760234,0.955,0.8681318681318682,0.813617616567323,0.076
0.8128654970760234,0.955,0.8681318681318682,0.8131583277192598,0.076
0.8128654970760234,0.9600000000000001,0.8681318681318682,0.8138962832092194,0.076
0.8128654970760234,0.955,0.8681318681318682,0.812472638891321,0.076
0.8128654970760234,0.955,0.8681318681318682,0.8130033055108173,0.076
0.8128654970760234,0.955,0.8681318681318682,0.8127678388650811,0.076
0.8128654970760234,0.955,0.8681318681318682,0.8129730832912816,0.076
0.8128654970760234,0.955,0.8681318681318682,0.8102013502043245,0.076
0.8070175438596492,0.9500000000000001,0.8626373626373627,0.8064956616448301,0.076
0.8070175438596492,0.9500000000000001,0.8626373626373627,0.8065001949777605,0.076
0.8070175438596492,0.9500000000000001,0.8626373626373627,0.805200106204435,0.076
