C,M,Y,K,IndexCMYK,CPC
0.3137254901960784,0.0,0.016666666666666663,0.13432835820895522,0.3136862906458787,0.0833
0.2941176470588236,0.0,0.016666666666666663,0.13432835820895522,0.2940804146127819,0.0833
0.3137254901960784,0.0,0.016666666666666663,0.11940298507462688,0.3136862906458787,0.0833
0.3137254901960784,0.0,0.016666666666666663,0.11940298507462688,0.3136862906458787,0.0833
0.3137254901960784,0.0,0.016666666666666663,0.11940298507462688,0.3136862906458787,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.014925373134328346,0.3332920144448145,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.014925373134328346,0.3332920144448145,0.0833
0.33333333333333326,0.0,0.033333333333333326,0.014925373134328346,0.33329395543036655,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.014925373134328346,0.3332920144448145,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.014925373134328346,0.3332920144448145,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.014925373134328346,0.3332920144448145,0.0833
0.33333333333333326,0.0,0.033333333333333326,0.014925373134328346,0.3332939364010964,0.0833
0.33333333333333326,0.0,0.033333333333333326,0.014925373134328346,0.3332939364010964,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.014925373134328346,0.3332920144448145,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.0,0.3332920144448145,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.014925373134328346,0.3332920144448145,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.014925373134328346,0.3332920144448145,0.0833
0.33333333333333326,0.0,0.033333333333333326,0.014925373134328346,0.3332939364010964,0.0833
0.33333333333333326,0.0,0.033333333333333326,0.02985074626865669,0.33329395543036655,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.014925373134328346,0.33329203347408465,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.08955223880597013,0.3529037514931078,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.07462686567164178,0.3529037514931078,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.08955223880597013,0.3529037514931078,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.08955223880597013,0.3529037514931078,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.08955223880597013,0.3529037514931078,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.08955223880597013,0.3529037514931078,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.08955223880597013,0.3529037514931078,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.08955223880597013,0.3529037514931078,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.08955223880597013,0.3529037514931078,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.08955223880597013,0.3725096465554746,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.10447761194029853,0.3725096465554746,0.0833
0.3529411764705883,0.0,0.0666666666666666,0.08955223880597013,0.3529037514931078,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.08955223880597013,0.3725096465554746,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.08955223880597013,0.3725096465554746,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.08955223880597013,0.3725096465554746,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.10447761194029853,0.3725096465554746,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.10447761194029853,0.3725096465554746,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.10447761194029853,0.3725096465554746,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.10447761194029853,0.3725096465554746,0.0833
0.37254901960784315,0.0,0.0666666666666666,0.10447761194029853,0.3725096465554746,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.07462686567164178,0.3332920905618949,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.07462686567164178,0.33329210959116506,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.07462686567164178,0.3332920905618949,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.07462686567164178,0.3332920905618949,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.07462686567164178,0.3332920905618949,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.07462686567164178,0.3332920905618949,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.07462686567164178,0.3332920905618949,0.0833
0.3137254901960784,0.0,0.016666666666666663,0.07462686567164178,0.31368623355806824,0.0833
0.3137254901960784,0.0,0.016666666666666663,0.08955223880597013,0.31368623355806824,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.08955223880597013,0.33329210959116506,0.0833
0.3137254901960784,0.0,0.016666666666666663,0.07462686567164178,0.31368623355806824,0.0833
0.3137254901960784,0.0,0.016666666666666663,0.08955223880597013,0.31368623355806824,0.0833
0.3137254901960784,0.0,0.016666666666666663,0.08955223880597013,0.31368623355806824,0.0833
0.27450980392156854,0.0,0.0,0.10447761194029853,0.27447257856486307,0.0833
0.2941176470588236,0.0,0.0,0.11940298507462688,0.29407847362722983,0.0833
0.27450980392156854,0.0,0.0,0.11940298507462688,0.2744725975941332,0.0833
0.27450980392156854,0.0,0.0,0.11940298507462688,0.2744725975941332,0.0833
0.2941176470588236,0.0,0.0,0.11940298507462688,0.2940784926565,0.0833
0.27450980392156854,0.0,0.0,0.11940298507462688,0.27447261662340317,0.0833
0.27450980392156854,0.0,0.0,0.13432835820895522,0.27447261662340317,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.10447761194029853,0.3332921286204352,0.0833
0.33333333333333326,0.0,0.016666666666666663,0.05970149253731344,0.33329207153262475,0.0833
