C,M,Y,K,IndexCMYK,CPC
0.1063829787234043,0.0,0.06451612903225801,0.08000000000000002,0.10637751706153509,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.09999999999999998,0.10637753770970981,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.08000000000000002,0.1276513521013265,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.06,0.12765133145315177,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.03999999999999998,0.12765133145315177,0.0833
0.12765957446808507,0.0,0.08064516129032251,0.03999999999999998,0.12765339627062167,0.0833
0.14893617021276606,0.0,0.06451612903225801,0.03999999999999998,0.14892514584476846,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.020000000000000018,0.12765131080497705,0.0833
0.14893617021276606,0.0,0.08064516129032251,0.020000000000000018,0.14892723131041308,0.0833
0.14893617021276606,0.0,0.06451612903225801,0.0,0.14892512519659373,0.0833
0.14893617021276606,0.0,0.06451612903225801,0.020000000000000018,0.14892514584476846,0.0833
0.14893617021276606,0.0,0.06451612903225801,0.03999999999999998,0.14892514584476846,0.0833
0.14893617021276606,0.0,0.06451612903225801,0.03999999999999998,0.14892514584476846,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.06,0.12765133145315177,0.0833
0.14893617021276606,0.0,0.06451612903225801,0.03999999999999998,0.14892514584476846,0.0833
0.14893617021276606,0.0,0.06451612903225801,0.0,0.14892512519659373,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.06,0.12765133145315177,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.03999999999999998,0.12765131080497705,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.03999999999999998,0.12765133145315177,0.0833
0.14893617021276606,0.0,0.08064516129032251,0.03999999999999998,0.14892723131041308,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.08000000000000002,0.10637751706153509,0.0833
0.08510638297872353,0.0,0.06451612903225801,0.09999999999999998,0.0851037026699184,0.0833
0.06382978723404253,0.0,0.048387096774193505,0.12,0.0638278028126571,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.09999999999999998,0.08510163785244851,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.09999999999999998,0.08510163785244851,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.12,0.08510163785244851,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.12,0.08510163785244851,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.12,0.08510163785244851,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.09999999999999998,0.08510163785244851,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.12,0.08510163785244851,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.12,0.08510163785244851,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.08000000000000002,0.1063754522440652,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.08000000000000002,0.10637543159589047,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.08000000000000002,0.1063754522440652,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.08000000000000002,0.1063754522440652,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.08000000000000002,0.08510161720427378,0.0833
0.08510638297872353,0.0,0.032258064516129004,0.09999999999999998,0.08509953173862939,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.08000000000000002,0.08510161720427378,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.08000000000000002,0.08510161720427378,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.09999999999999998,0.08510161720427378,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.08000000000000002,0.10637753770970981,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.08000000000000002,0.10637751706153509,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.09999999999999998,0.1063754522440652,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.09999999999999998,0.10637753770970981,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.08000000000000002,0.1276513521013265,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.06,0.12765133145315177,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.08000000000000002,0.10637751706153509,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.08000000000000002,0.10637751706153509,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.08000000000000002,0.1276513521013265,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.08000000000000002,0.10637543159589047,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.09999999999999998,0.1063754522440652,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.09999999999999998,0.1063754522440652,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.12,0.10637547289223992,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.12,0.10637755835788454,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.12,0.10637755835788454,0.0833
0.08510638297872353,0.0,0.048387096774193505,0.14,0.08510165850062323,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.12,0.10637757900605904,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.12,0.10637755835788454,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.09999999999999998,0.10637755835788454,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.08000000000000002,0.10637751706153509,0.0833
0.12765957446808507,0.0,0.08064516129032251,0.08000000000000002,0.1276534375669709,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.08000000000000002,0.10637751706153509,0.0833
0.12765957446808507,0.0,0.06451612903225801,0.09999999999999998,0.12765137274950122,0.0833
0.12765957446808507,0.0,0.08064516129032251,0.12,0.12765347886332035,0.0833
0.12765957446808507,0.0,0.08064516129032251,0.08000000000000002,0.12765345821514562,0.0833
0.12765957446808507,0.0,0.08064516129032251,0.08000000000000002,0.1276534375669709,0.0833
0.1063829787234043,0.0,0.06451612903225801,0.08000000000000002,0.10637751706153509,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.09999999999999998,0.1063754522440652,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.08000000000000002,0.10637543159589047,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.08000000000000002,0.10637543159589047,0.0833
0.1063829787234043,0.0,0.048387096774193505,0.08000000000000002,0.10637543159589047,0.0833
