C,M,Y,K,IndexCMYK,CPC
0.295774647887324,0.0,0.2295081967213115,0.1388888888888889,0.2957679546287307,0.0833
0.295774647887324,0.0,0.2295081967213115,0.1388888888888889,0.2957679546287307,0.0833
0.295774647887324,0.0,0.2295081967213115,0.1388888888888889,0.2957679546287307,0.0833
0.2816901408450704,0.0,0.2295081967213115,0.1388888888888889,0.28168462486532136,0.0833
0.2816901408450704,0.0,0.2295081967213115,0.1388888888888889,0.28168462486532136,0.0833
0.2816901408450704,0.0,0.2295081967213115,0.1388888888888889,0.28168462486532136,0.0833
0.2816901408450704,0.0,0.2295081967213115,0.1388888888888889,0.28168462486532136,0.0833
0.2676056338028169,0.0,0.21311475409836067,0.12499999999999999,0.2675999145186591,0.0833
0.2816901408450704,0.0,0.21311475409836067,0.1388888888888889,0.2816832442820684,0.0833
0.2816901408450704,0.0,0.21311475409836067,0.12499999999999999,0.2816832442820684,0.0833
0.2816901408450704,0.0,0.21311475409836067,0.1388888888888889,0.28168325795120946,0.0833
0.2676056338028169,0.0,0.19672131147540983,0.1388888888888889,0.26759853393540617,0.0833
0.2676056338028169,0.0,0.21311475409836067,0.1388888888888889,0.2675999145186591,0.0833
0.2676056338028169,0.0,0.21311475409836067,0.12499999999999999,0.2675999145186591,0.0833
0.23943661971830987,0.0,0.19672131147540983,0.12499999999999999,0.2394318744085875,0.0833
0.23943661971830987,0.0,0.19672131147540983,0.12499999999999999,0.2394318607394464,0.0833
0.23943661971830987,0.0,0.19672131147540983,0.12499999999999999,0.2394318744085875,0.0833
0.2535211267605634,0.0,0.19672131147540983,0.1388888888888889,0.2535152041719968,0.0833
0.2676056338028169,0.0,0.21311475409836067,0.1527777777777778,0.26759992818780015,0.0833
0.23943661971830987,0.0,0.1639344262295082,0.1527777777777778,0.2394291269112227,0.0833
0.2112676056338028,0.0,0.14754098360655737,0.1527777777777778,0.21126108680115113,0.0833
0.1971830985915493,0.0,0.13114754098360654,0.1388888888888889,0.19717636278534773,0.0833
0.1971830985915493,0.0,0.13114754098360654,0.1388888888888889,0.19717636278534773,0.0833
0.1971830985915493,0.0,0.13114754098360654,0.1527777777777778,0.19717637645448888,0.0833
0.1971830985915493,0.0,0.13114754098360654,0.1527777777777778,0.19717637645448888,0.0833
0.16901408450704225,0.0,0.11475409836065575,0.1527777777777778,0.16900833634441725,0.0833
0.16901408450704225,0.0,0.11475409836065575,0.1527777777777778,0.16900833634441725,0.0833
0.16901408450704225,0.0,0.11475409836065575,0.1527777777777778,0.16900833634441725,0.0833
0.16901408450704225,0.0,0.11475409836065575,0.1527777777777778,0.16900833634441725,0.0833
0.16901408450704225,0.0,0.11475409836065575,0.1527777777777778,0.16900833634441725,0.0833
0.16901408450704225,0.0,0.11475409836065575,0.1527777777777778,0.16900833634441725,0.0833
