H,S,L,IndexHSL,Day,Abs,CPC
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7926075232206575,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7948338009242866,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.793406513587376,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7952224007844633,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7950971045678643,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7945232842135845,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7945196524391904,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8033938931713562,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8026294046613824,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8044707142792289,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8038714715041901,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8043218115290678,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8051353289933629,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8050971953622241,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8038133631138833,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8039550023152562,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8039604499768473,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8044180535505134,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.803577297778262,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8036880668972843,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.803847864970628,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.804367208708995,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8040112948183658,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8047267543740182,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8037988360163066,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7956545819373699,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7962120593068758,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7959778098584516,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8005157119639728,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8009242865833175,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.800706380119667,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7991665077765369,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8003686251010087,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8001198485550076,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7995078945695893,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8013383088642534,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8003413867930524,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7990666339806971,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7999346280609048,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8005084484151843,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8000490289543214,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8006809576989078,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8015525835535096,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8007971744795213,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.7997875411979407,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8010931640926466,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8015870854102543,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8003177802594903,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8006700623757252,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8003885998601767,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7997766458747582,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7978082241531155,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7954185166017487,2,0.0,0.0833
0.7962962962962963,0.056338028169014065,0.7954545454545455,0.8009115753729379,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.79598507340724,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7954439390225079,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7945414430855555,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7960232070383788,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7969347824113167,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7960849472030798,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7964390452065118,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7964136227857526,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7974777326832456,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7969965225760176,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7978463577842545,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7978245671378894,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7972725374299747,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7961285284958097,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.8028799970945804,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.796965652493667,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7975558158327205,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7950626027111196,2,0.0,0.0833
0.7962962962962963,0.04225352112676056,0.7954545454545455,0.7958488818674583,2,0.0,0.0833
0.7592592592592593,0.056338028169014065,0.7727272727272728,0.7649642724193972,2,0.0,0.0833
0.7592592592592593,0.056338028169014065,0.7727272727272728,0.7631665440942808,2,0.0,0.0833
0.7592592592592593,0.056338028169014065,0.7727272727272728,0.7633227103932303,2,0.0,0.0833
0.7592592592592593,0.056338028169014065,0.7727272727272728,0.7639473755890285,2,0.0,0.0833
