H,S,L,IndexHSL,Day,Abs,CPC
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7358713078867858,2,0.0,0.0833
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7206018375778509,2,0.0,0.0833
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7291499660849734,2,0.0,0.0833
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7403188012579403,2,0.0,0.0833
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7443115249429617,2,0.0,0.0833
0.6923076923076916,0.2790697674418605,0.7681159420289855,0.7404729604735785,2,0.0,0.0833
0.6923076923076916,0.2790697674418605,0.7681159420289855,0.7376133070234943,2,0.0,0.0833
0.6923076923076916,0.30232558139534893,0.782608695652174,0.7255195165566999,2,0.0,0.0833
0.6923076923076916,0.30232558139534893,0.782608695652174,0.7323796016525872,2,0.0,0.0833
0.6923076923076916,0.30232558139534893,0.782608695652174,0.7349617685145233,2,0.0,0.0833
0.6923076923076916,0.2558139534883721,0.7681159420289855,0.7415983227477341,2,0.0,0.0833
0.7692307692307683,0.2558139534883721,0.782608695652174,0.7907134488499725,2,0.0,0.0833
0.6923076923076916,0.2790697674418605,0.782608695652174,0.7311154960843567,2,0.0,0.0833
0.6923076923076916,0.30232558139534893,0.782608695652174,0.7113368687180124,2,0.0,0.0833
0.6923076923076916,0.2558139534883721,0.7971014492753623,0.709132391934391,2,0.0,0.0833
0.6923076923076916,0.2790697674418605,0.7971014492753623,0.7127397175803178,2,0.0,0.0833
0.6923076923076916,0.2790697674418605,0.7971014492753623,0.7226521551458358,2,0.0,0.0833
0.7692307692307683,0.2558139534883721,0.782608695652174,0.7520426096072033,2,0.0,0.0833
0.7692307692307683,0.2325581395348837,0.7681159420289855,0.7729774310908315,2,0.0,0.0833
0.8461538461538467,0.18604651162790709,0.782608695652174,0.8846272430165882,2,0.0,0.0833
0.9230769230769234,0.16279069767441867,0.7971014492753623,0.9086992045384488,2,0.0,0.0833
0.9230769230769234,0.16279069767441867,0.8115942028985508,0.9202611457112919,2,0.0,0.0833
0.9230769230769234,0.16279069767441867,0.8115942028985508,0.925055497317631,2,0.0,0.0833
0.9230769230769234,0.13953488372093026,0.7971014492753623,0.9331873959425305,2,0.0,0.0833
0.9230769230769234,0.13953488372093026,0.7971014492753623,0.9379663316273046,2,0.0,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8903619658383182,2,0.0,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8963048036011596,2,0.0,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8970062280323123,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.8115942028985508,0.892096257014245,2,0.0,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8964589628167978,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.8115942028985508,0.8902925941912816,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.8115942028985508,0.8905546648578664,2,0.0,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8889282851328861,2,0.0,0.0833
0.9230769230769234,0.11627906976744196,0.8115942028985508,0.9436008509588714,2,0.0,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.9466686193500653,2,0.0,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.947786273663441,2,0.0,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.944764753036937,2,0.0,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.9441712400567308,2,0.0,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.947770857741876,2,0.0,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.9453736819387064,2,0.0,0.0833
0.9230769230769234,0.04651162790697683,0.7971014492753623,0.9238607633964371,2,0.0,0.0833
0.8461538461538467,0.023255813953488413,0.7971014492753623,0.84478479373497,2,0.0,0.0833
0.8461538461538467,0.023255813953488413,0.7971014492753623,0.8433048652648463,2,0.0,0.0833
0.615384615384615,0.0,0.7971014492753623,0.6488407226984041,2,0.0,0.0833
0.7692307692307683,0.023255813953488413,0.7971014492753623,0.7628260467410755,2,0.0,0.0833
0.7692307692307683,0.023255813953488413,0.7971014492753623,0.7664873281124756,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.6998365912314242,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.6985493617808487,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.6975550348399828,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.7971014492753623,0.7092557193069009,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.7971014492753623,0.7058950484059938,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.7128553369920461,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.7036674477400258,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.7097259049145972,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.7063806499352534,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.7055250662884642,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.7127011777764078,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.7070204106801512,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.7114601960905222,2,0.0,0.0833
0.6923076923076916,0.023255813953488413,0.8115942028985508,0.7165859900104827,2,0.0,0.0833
0.7692307692307683,0.09302325581395354,0.8695652173913044,0.8196414256644271,2,0.0,0.0833
0.8461538461538467,0.06976744186046513,0.8405797101449275,0.8632145279644821,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.855072463768116,0.8635768021212318,2,0.0,0.0833
0.8461538461538467,0.09302325581395354,0.855072463768116,0.8749768761176551,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.855072463768116,0.8740904606277375,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.855072463768116,0.8808272183511132,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.855072463768116,0.8895834617993472,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.855072463768116,0.902347844854166,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.855072463768116,0.8967826971696375,2,0.0,0.0833
0.8461538461538467,0.11627906976744196,0.855072463768116,0.8573179379663323,2,0.0,0.0833
0.7692307692307683,0.06976744186046513,0.855072463768116,0.751849910587655,2,0.0,0.0833
0.6923076923076916,0.06976744186046513,0.855072463768116,0.7497148054510703,2,0.0,0.0833
0.7692307692307683,0.06976744186046513,0.855072463768116,0.7537075291360917,2,0.0,0.0833
0.7692307692307683,0.06976744186046513,0.8405797101449275,0.7570065363507439,2,0.0,0.0833
0.6923076923076916,0.09302325581395354,0.855072463768116,0.7453906394524275,2,0.0,0.0833
0.6923076923076916,0.06976744186046513,0.855072463768116,0.7461691434913984,2,0.0,0.0833
0.6923076923076916,0.06976744186046513,0.8405797101449275,0.7491212924708641,2,0.0,0.0833
0.6923076923076916,0.04651162790697683,0.8405797101449275,0.7480730098045267,2,0.0,0.0833
0.6923076923076916,0.06976744186046513,0.8405797101449275,0.74247703027687,2,0.0,0.0833
0.6923076923076916,0.06976744186046513,0.8405797101449275,0.7486356909416045,2,0.0,0.0833
0.23076923076922995,0.04651162790697683,0.8405797101449275,0.2674199913670847,2,0.0,0.0833
