H,S,L,IndexHSL,CPC
0.32432432432432434,0.4871794871794871,1.0,0.33853168885863116,0.0833
0.32432432432432434,0.4871794871794871,0.9772727272727274,0.3391781848503559,0.0833
0.32432432432432434,0.4871794871794871,0.9772727272727274,0.33830739433088985,0.0833
0.32432432432432434,0.46153846153846156,0.9772727272727274,0.3393602592316989,0.0833
0.32432432432432434,0.46153846153846156,0.9772727272727274,0.3369880147559412,0.0833
0.32432432432432434,0.46153846153846156,0.9772727272727274,0.33566071890354277,0.0833
0.32432432432432434,0.4871794871794871,0.9772727272727274,0.33700912482914025,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.33727036198498017,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3431468786118015,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34360602270388374,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34350574985618754,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34395961642996986,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3435769963532349,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34346089095063936,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34327353905099667,0.0833
0.32432432432432434,0.5128205128205129,1.0,0.34334214678889396,0.0833
0.32432432432432434,0.5128205128205129,1.0,0.34401766913126774,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34410474818321424,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34372476686562914,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3443448752658549,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34383559474992476,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3425346864890253,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34285661510531296,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34722376149839307,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.345859523017896,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3470364095987504,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3468147538301589,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34673295229651213,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3475272188006311,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3472897304771405,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34741639091633547,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3477779009198714,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34709973981834774,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3469282204736044,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.347329311864389,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3476011040568283,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3472580653673416,0.0833
0.3513513513513513,0.4871794871794871,1.0,0.35431938485246706,0.0833
0.3513513513513513,0.5128205128205129,1.0,0.35552529778397,0.0833
0.3513513513513513,0.5128205128205129,1.0,0.3553194745702781,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3705767799749846,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36929434302813435,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36832064090182226,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3666898877471858,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3654232833552351,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3669775124945245,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36661864125013843,0.0833
