H,S,L,IndexHSL,CPC
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7358713078867858,0.0833
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7206018375778509,0.0833
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7291499660849734,0.0833
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7403188012579403,0.0833
0.6923076923076916,0.30232558139534893,0.7681159420289855,0.7443115249429617,0.0833
0.6923076923076916,0.2790697674418605,0.7681159420289855,0.7404729604735785,0.0833
0.6923076923076916,0.2790697674418605,0.7681159420289855,0.7376133070234943,0.0833
0.6923076923076916,0.30232558139534893,0.782608695652174,0.7255195165566999,0.0833
0.6923076923076916,0.30232558139534893,0.782608695652174,0.7323796016525872,0.0833
0.6923076923076916,0.30232558139534893,0.782608695652174,0.7349617685145233,0.0833
0.6923076923076916,0.2558139534883721,0.7681159420289855,0.7415983227477341,0.0833
0.7692307692307683,0.2558139534883721,0.782608695652174,0.7907134488499725,0.0833
0.6923076923076916,0.2790697674418605,0.782608695652174,0.7311154960843567,0.0833
0.6923076923076916,0.30232558139534893,0.782608695652174,0.7113368687180124,0.0833
0.6923076923076916,0.2558139534883721,0.7971014492753623,0.709132391934391,0.0833
0.6923076923076916,0.2790697674418605,0.7971014492753623,0.7127397175803178,0.0833
0.6923076923076916,0.2790697674418605,0.7971014492753623,0.7226521551458358,0.0833
0.7692307692307683,0.2558139534883721,0.782608695652174,0.7520426096072033,0.0833
0.7692307692307683,0.2325581395348837,0.7681159420289855,0.7729774310908315,0.0833
0.8461538461538467,0.18604651162790709,0.782608695652174,0.8846272430165882,0.0833
0.9230769230769234,0.16279069767441867,0.7971014492753623,0.9086992045384488,0.0833
0.9230769230769234,0.16279069767441867,0.8115942028985508,0.9202611457112919,0.0833
0.9230769230769234,0.16279069767441867,0.8115942028985508,0.925055497317631,0.0833
0.9230769230769234,0.13953488372093026,0.7971014492753623,0.9331873959425305,0.0833
0.9230769230769234,0.13953488372093026,0.7971014492753623,0.9379663316273046,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8903619658383182,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8963048036011596,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8970062280323123,0.0833
0.8461538461538467,0.11627906976744196,0.8115942028985508,0.892096257014245,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8964589628167978,0.0833
0.8461538461538467,0.11627906976744196,0.8115942028985508,0.8902925941912816,0.0833
0.8461538461538467,0.11627906976744196,0.8115942028985508,0.8905546648578664,0.0833
0.8461538461538467,0.09302325581395354,0.8115942028985508,0.8889282851328861,0.0833
0.9230769230769234,0.11627906976744196,0.8115942028985508,0.9436008509588714,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.9466686193500653,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.947786273663441,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.944764753036937,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.9441712400567308,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.947770857741876,0.0833
0.9230769230769234,0.09302325581395354,0.8115942028985508,0.9453736819387064,0.0833
0.9230769230769234,0.04651162790697683,0.7971014492753623,0.9238607633964371,0.0833
0.8461538461538467,0.023255813953488413,0.7971014492753623,0.84478479373497,0.0833
0.8461538461538467,0.023255813953488413,0.7971014492753623,0.8433048652648463,0.0833
0.615384615384615,0.0,0.7971014492753623,0.6488407226984041,0.0833
0.7692307692307683,0.023255813953488413,0.7971014492753623,0.7628260467410755,0.0833
