R,G,B,IndexRGB,Day,CPC
0.8829787234042553,0.921875,0.9147286821705426,0.8793235942465558,2,0.0833
0.8723404255319149,0.90625,0.8992248062015503,0.8719750037192993,2,0.0833
0.8723404255319149,0.921875,0.9069767441860465,0.8749972277258498,2,0.0833
0.8723404255319149,0.9375,0.9147286821705426,0.8757710362186084,2,0.0833
0.8723404255319149,0.953125,0.9224806201550387,0.8747522962928908,2,0.0833
0.8723404255319149,0.953125,0.9224806201550387,0.876523799710518,2,0.0833
0.8723404255319149,0.953125,0.9302325581395349,0.8738059187931696,2,0.0833
0.8829787234042553,0.96875,0.937984496124031,0.8847544995425951,2,0.0833
0.8723404255319149,0.96875,0.937984496124031,0.8727169209415404,2,0.0833
0.8829787234042553,0.9921875,0.9457364341085271,0.883790638503707,2,0.0833
0.8723404255319149,0.96875,0.937984496124031,0.8773970053611331,2,0.0833
0.8723404255319149,0.96875,0.937984496124031,0.8734565717790749,2,0.0833
0.8723404255319149,0.9609375,0.9302325581395349,0.8751631594633137,2,0.0833
0.8829787234042553,0.9453125,0.9224806201550387,0.8805535936038739,2,0.0833
0.8723404255319149,0.9609375,0.9302325581395349,0.8756951123309298,2,0.0833
0.8936170212765958,0.9921875,0.9457364341085271,0.8894603236170724,2,0.0833
0.8723404255319149,0.9453125,0.9224806201550387,0.871771190980307,2,0.0833
0.8829787234042553,0.953125,0.9302325581395349,0.8814766597180391,2,0.0833
0.8723404255319149,0.953125,0.9224806201550387,0.8761695961577657,2,0.0833
0.8723404255319149,0.953125,0.9224806201550387,0.8685317178111451,2,0.0833
0.8936170212765958,0.9140625,0.9147286821705426,0.895721373254297,2,0.0833
0.8936170212765958,0.90625,0.9069767441860465,0.8918638245986598,2,0.0833
0.8936170212765958,0.875,0.8914728682170542,0.8921966593813191,2,0.0833
0.8829787234042553,0.890625,0.9069767441860465,0.8821607841302563,2,0.0833
0.8936170212765958,0.890625,0.9069767441860465,0.8890891221790189,2,0.0833
0.8936170212765958,0.890625,0.9069767441860465,0.8964909727468858,2,0.0833
0.8936170212765958,0.8828125,0.9069767441860465,0.8902712036882497,2,0.0833
0.8829787234042553,0.890625,0.9069767441860465,0.8871623714089742,2,0.0833
0.8829787234042553,0.890625,0.9069767441860465,0.8871932913717602,2,0.0833
0.8936170212765958,0.890625,0.9069767441860465,0.8923930254277033,2,0.0833
0.8829787234042553,0.875,0.8992248062015503,0.8820544259336575,2,0.0833
0.8936170212765958,0.90625,0.9147286821705426,0.8891731402977933,2,0.0833
0.8936170212765958,0.9140625,0.9224806201550387,0.8936832458643741,2,0.0833
0.8936170212765958,0.9140625,0.9224806201550387,0.8908918693286759,2,0.0833
0.8936170212765958,0.90625,0.9147286821705426,0.8911202885301994,2,0.0833
0.8936170212765958,0.90625,0.9224806201550387,0.8936052174766106,2,0.0833
0.9042553191489362,0.8984375,0.9224806201550387,0.9023918291003473,2,0.0833
0.9042553191489362,0.9140625,0.9224806201550387,0.8994453670968535,2,0.0833
0.9042553191489362,0.9140625,0.9224806201550387,0.9011948542059002,2,0.0833
0.8936170212765958,0.8984375,0.9147286821705426,0.8945269885138005,2,0.0833
0.8723404255319149,0.9140625,0.9069767441860465,0.8767313357958143,2,0.0833
0.8829787234042553,0.921875,0.9147286821705426,0.8834626602597051,2,0.0833
0.8829787234042553,0.8984375,0.9069767441860465,0.8777861759922193,2,0.0833
0.8723404255319149,0.8984375,0.8992248062015503,0.8680800597159994,2,0.0833
0.8829787234042553,0.921875,0.9224806201550387,0.8798827437306539,2,0.0833
0.8829787234042553,0.9375,0.9224806201550387,0.8840127442049758,2,0.0833
0.8829787234042553,0.9296875,0.9224806201550387,0.882790029655644,2,0.0833
0.8829787234042553,0.9296875,0.9224806201550387,0.8868420017422024,2,0.0833
0.8723404255319149,0.921875,0.9224806201550387,0.8771103076957198,2,0.0833
0.8829787234042553,0.921875,0.9224806201550387,0.8855825393836956,2,0.0833
0.8723404255319149,0.8984375,0.9069767441860465,0.8768148682607231,2,0.0833
0.8829787234042553,0.8984375,0.9069767441860465,0.8795965317191063,2,0.0833
0.8617021276595744,0.8828125,0.8992248062015503,0.8634589012987842,2,0.0833
0.8617021276595744,0.875,0.883720930232558,0.8638242748904487,2,0.0833
0.8723404255319149,0.875,0.883720930232558,0.87091304059953,2,0.0833
0.8617021276595744,0.8671875,0.883720930232558,0.8661225508677907,2,0.0833
0.8617021276595744,0.875,0.883720930232558,0.8663822138013441,2,0.0833
0.8617021276595744,0.875,0.883720930232558,0.8641363884415029,2,0.0833
0.8617021276595744,0.890625,0.8914728682170542,0.861348087713621,2,0.0833
0.8723404255319149,0.9140625,0.9069767441860465,0.8759822956502088,2,0.0833
0.8617021276595744,0.9140625,0.8992248062015503,0.8610987853958703,2,0.0833
0.8829787234042553,0.921875,0.9069767441860465,0.8791524822011906,2,0.0833
0.8617021276595744,0.90625,0.8914728682170542,0.8616364042252534,2,0.0833
0.851063829787234,0.8828125,0.875968992248062,0.8504634513898524,2,0.0833
0.8617021276595744,0.90625,0.8914728682170542,0.8583180932452186,2,0.0833
0.8723404255319149,0.9140625,0.8992248062015503,0.868026799675389,2,0.0833
0.8829787234042553,0.921875,0.9069767441860465,0.8797409328018554,2,0.0833
0.8723404255319149,0.8984375,0.9069767441860465,0.875891316492692,2,0.0833
0.8936170212765958,0.9140625,0.9147286821705426,0.8903548980377803,2,0.0833
0.9042553191489362,0.921875,0.9224806201550387,0.8990265715799568,2,0.0833
0.8936170212765958,0.921875,0.9224806201550387,0.8917607040944993,2,0.0833
0.8829787234042553,0.921875,0.9224806201550387,0.8871382506003087,2,0.0833
0.8936170212765958,0.921875,0.9224806201550387,0.8968694589929256,2,0.0833
0.8829787234042553,0.90625,0.9069767441860465,0.8868012068174795,2,0.0833
0.8936170212765958,0.90625,0.9069767441860465,0.8882529881068225,2,0.0833
0.8936170212765958,0.90625,0.9147286821705426,0.8921272108785172,2,0.0833
0.8936170212765958,0.9140625,0.9147286821705426,0.8955120564381596,2,0.0833
0.8936170212765958,0.9140625,0.9147286821705426,0.8945224557443868,2,0.0833
0.9042553191489362,0.9296875,0.9302325581395349,0.9019244681968758,2,0.0833
0.9148936170212766,0.9296875,0.9302325581395349,0.9142359555782122,2,0.0833
0.9468085106382979,0.9609375,0.9612403100775194,0.9414568547533939,2,0.0833
0.9361702127659575,0.9609375,0.9612403100775194,0.9395747841389981,2,0.0833
0.9148936170212766,0.9609375,0.9534883720930233,0.9150575200344362,2,0.0833
0.9255319148936171,0.96875,0.9534883720930233,0.923726279653418,2,0.0833
0.9255319148936171,0.96875,0.9612403100775194,0.9305869499302197,2,0.0833
0.9255319148936171,0.96875,0.9534883720930233,0.9208359916137291,2,0.0833
0.9255319148936171,0.96875,0.9534883720930233,0.9215714334510937,2,0.0833
0.9361702127659575,0.9609375,0.9612403100775194,0.9341306043039618,2,0.0833
0.9255319148936171,0.9609375,0.9534883720930233,0.9246323478822821,2,0.0833
0.9148936170212766,0.9609375,0.9457364341085271,0.913478821201511,2,0.0833
0.9255319148936171,0.953125,0.9534883720930233,0.9233414799071237,2,0.0833
0.9148936170212766,0.953125,0.9457364341085271,0.9150121923402997,2,0.0833
0.9148936170212766,0.9609375,0.9457364341085271,0.9109717140618974,2,0.0833
0.9042553191489362,0.953125,0.9457364341085271,0.9040048474731187,2,0.0833
0.9255319148936171,0.9609375,0.9534883720930233,0.9281109246380139,2,0.0833
0.9148936170212766,0.953125,0.9457364341085271,0.919135555545123,2,0.0833
0.9255319148936171,0.9609375,0.9534883720930233,0.9245357027629982,2,0.0833
0.9255319148936171,0.9609375,0.9612403100775194,0.9259083224722243,2,0.0833
0.9361702127659575,0.96875,0.9612403100775194,0.9329433424868295,2,0.0833
0.9361702127659575,0.921875,0.9457364341085271,0.9342631878093111,2,0.0833
0.9361702127659575,0.90625,0.9224806201550387,0.9405407496779711,2,0.0833
0.9148936170212766,0.921875,0.9302325581395349,0.9176483215235804,2,0.0833
0.9148936170212766,0.9296875,0.9302325581395349,0.9103586569987013,2,0.0833
0.9148936170212766,0.9375,0.937984496124031,0.9131327118798545,2,0.0833
0.8936170212765958,0.9296875,0.9302325581395349,0.8967477217572447,2,0.0833
0.8829787234042553,0.9296875,0.9224806201550387,0.8879808600573817,2,0.0833
0.8829787234042553,0.9296875,0.9302325581395349,0.8849021383177825,2,0.0833
0.8617021276595744,0.953125,0.9224806201550387,0.8585249817920272,2,0.0833
0.8723404255319149,0.953125,0.9302325581395349,0.8740205778018303,2,0.0833
0.8723404255319149,0.953125,0.9302325581395349,0.870313581844575,2,0.0833
0.851063829787234,0.9375,0.9224806201550387,0.8516547603225325,2,0.0833
0.8829787234042553,0.9453125,0.9302325581395349,0.879521902908403,2,0.0833
0.8829787234042553,0.953125,0.9302325581395349,0.8798743257303142,2,0.0833
0.8936170212765958,0.953125,0.937984496124031,0.8928573105233585,2,0.0833
0.8829787234042553,0.9453125,0.9302325581395349,0.8810628826244218,2,0.0833
0.8829787234042553,0.9453125,0.9302325581395349,0.886698086313319,2,0.0833
0.8829787234042553,0.953125,0.9302325581395349,0.8870438718657316,2,0.0833
0.8829787234042553,0.9453125,0.9302325581395349,0.8827469683462142,2,0.0833
0.8829787234042553,0.9453125,0.9302325581395349,0.8872732623749867,2,0.0833
0.8936170212765958,0.9453125,0.9302325581395349,0.8945208368981676,2,0.0833
0.8936170212765958,0.921875,0.9147286821705426,0.8955034765531981,2,0.0833
0.8936170212765958,0.921875,0.9069767441860465,0.8969317845723632,2,0.0833
0.8829787234042553,0.8984375,0.8914728682170542,0.8835350226857016,2,0.0833
0.8723404255319149,0.9140625,0.8914728682170542,0.8732109928076283,2,0.0833
0.8829787234042553,0.9140625,0.8992248062015503,0.8777402007595951,2,0.0833
0.8829787234042553,0.921875,0.9069767441860465,0.8820869647426626,2,0.0833
0.8829787234042553,0.921875,0.9069767441860465,0.8841535838260427,2,0.0833
0.8829787234042553,0.921875,0.9069767441860465,0.8840575862452466,2,0.0833
0.8829787234042553,0.921875,0.9069767441860465,0.8835971863805173,2,0.0833
0.8829787234042553,0.9296875,0.9069767441860465,0.8841302724404868,2,0.0833
0.8829787234042553,0.921875,0.9069767441860465,0.8860335499403537,2,0.0833
0.8829787234042553,0.9453125,0.9224806201550387,0.8862414097948939,2,0.0833
0.8936170212765958,0.96875,0.9302325581395349,0.8929575171043245,2,0.0833
0.9042553191489362,0.9609375,0.937984496124031,0.9075277806152555,2,0.0833
0.9042553191489362,0.96875,0.937984496124031,0.9073665435318271,2,0.0833
0.9042553191489362,0.9609375,0.9302325581395349,0.900227269820708,2,0.0833
0.8936170212765958,0.953125,0.9224806201550387,0.8885468086956002,2,0.0833
0.8936170212765958,0.9453125,0.9224806201550387,0.8938692512949556,2,0.0833
0.8936170212765958,0.9375,0.9147286821705426,0.8909461006770177,2,0.0833
0.8829787234042553,0.9375,0.9147286821705426,0.884947466011919,2,0.0833
0.9148936170212766,0.9453125,0.9457364341085271,0.9098710605174902,2,0.0833
0.9148936170212766,0.9453125,0.9457364341085271,0.9098893534797667,2,0.0833
0.9042553191489362,0.921875,0.9302325581395349,0.9051105194408052,2,0.0833
0.8936170212765958,0.90625,0.9147286821705426,0.8964744605154504,2,0.0833
0.9042553191489362,0.9140625,0.9224806201550387,0.9015158714111596,2,0.0833
0.8936170212765958,0.90625,0.9224806201550387,0.8939508411444014,2,0.0833
0.8936170212765958,0.8984375,0.9224806201550387,0.8981148373893256,2,0.0833
0.8829787234042553,0.890625,0.9147286821705426,0.8872407235659816,2,0.0833
0.8829787234042553,0.890625,0.9069767441860465,0.8874260814580754,2,0.0833
0.8829787234042553,0.8828125,0.9069767441860465,0.8873166474536602,2,0.0833
0.8723404255319149,0.890625,0.9069767441860465,0.8772943705108384,2,0.0833
0.8936170212765958,0.90625,0.9224806201550387,0.8911390671463417,2,0.0833
0.8936170212765958,0.9140625,0.9224806201550387,0.8918278862125945,2,0.0833
0.9042553191489362,0.921875,0.9302325581395349,0.9001320816630214,2,0.0833
0.8936170212765958,0.9140625,0.9302325581395349,0.8971548615813635,2,0.0833
0.8936170212765958,0.9140625,0.9224806201550387,0.8940227179165321,2,0.0833
0.8936170212765958,0.9140625,0.9224806201550387,0.8897139968196148,2,0.0833
0.8936170212765958,0.90625,0.9147286821705426,0.8894056066148648,2,0.0833
0.8829787234042553,0.8984375,0.9147286821705426,0.8839028245466948,2,0.0833
0.8829787234042553,0.90625,0.9147286821705426,0.8820811368962737,2,0.0833
0.8936170212765958,0.921875,0.9147286821705426,0.8907584764002171,2,0.076
0.8723404255319149,0.921875,0.9069767441860465,0.8713664794255169,2,0.076
0.8829787234042553,0.9375,0.9147286821705426,0.8794552064441736,2,0.076
0.8723404255319149,0.9375,0.9069767441860465,0.8694165791545382,2,0.076
0.8723404255319149,0.9375,0.9147286821705426,0.8723445863111335,2,0.076
0.8723404255319149,0.9375,0.9147286821705426,0.8727013800178365,2,0.076
0.8723404255319149,0.9296875,0.9069767441860465,0.8705813390092241,2,0.076
0.8829787234042553,0.921875,0.9147286821705426,0.8806596280312289,2,0.076
