H,S,L,IndexHSL,Day,CPC
0.32432432432432434,0.4871794871794871,1.0,0.33853168885863116,2,0.0833
0.32432432432432434,0.4871794871794871,0.9772727272727274,0.3391781848503559,2,0.0833
0.32432432432432434,0.4871794871794871,0.9772727272727274,0.33830739433088985,2,0.0833
0.32432432432432434,0.46153846153846156,0.9772727272727274,0.3393602592316989,2,0.0833
0.32432432432432434,0.46153846153846156,0.9772727272727274,0.3369880147559412,2,0.0833
0.32432432432432434,0.46153846153846156,0.9772727272727274,0.33566071890354277,2,0.0833
0.32432432432432434,0.4871794871794871,0.9772727272727274,0.33700912482914025,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.33727036198498017,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3431468786118015,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34360602270388374,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34350574985618754,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34395961642996986,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3435769963532349,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34346089095063936,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34327353905099667,2,0.0833
0.32432432432432434,0.5128205128205129,1.0,0.34334214678889396,2,0.0833
0.32432432432432434,0.5128205128205129,1.0,0.34401766913126774,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34410474818321424,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34372476686562914,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3443448752658549,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34383559474992476,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3425346864890253,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34285661510531296,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34722376149839307,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.345859523017896,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3470364095987504,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3468147538301589,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34673295229651213,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3475272188006311,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3472897304771405,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34741639091633547,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3477779009198714,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.34709973981834774,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3469282204736044,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.347329311864389,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3476011040568283,2,0.0833
0.32432432432432434,0.4871794871794871,1.0,0.3472580653673416,2,0.0833
0.3513513513513513,0.4871794871794871,1.0,0.35431938485246706,2,0.0833
0.3513513513513513,0.5128205128205129,1.0,0.35552529778397,2,0.0833
0.3513513513513513,0.5128205128205129,1.0,0.3553194745702781,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3705767799749846,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36929434302813435,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36832064090182226,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3666898877471858,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3654232833552351,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3669775124945245,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36661864125013843,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3658956212430666,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3661858847495554,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36613047080740757,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3666318350458879,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36830216958777307,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36790371695613855,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36951863755587566,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36728624731506265,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36851063156061503,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3680303773953335,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36753429067515286,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36773483637054505,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3678324704590914,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36672419161613434,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3663521265759988,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36619380102700516,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36551300116633145,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3662914351155513,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3668587683327791,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3668534908144794,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3658797886881673,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36744193410490644,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3668693233693787,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3660592243103602,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3648876152478058,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3646131842962166,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3639455782312926,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36417251151818375,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3633597737000154,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.36445221998807287,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3639059968440441,2,0.0833
0.3513513513513513,0.435897435897436,0.9772727272727274,0.3651541299219454,2,0.0833
0.3513513513513513,0.41025641025641024,0.9772727272727274,0.3641804277956333,2,0.0833
0.3783783783783785,0.435897435897436,0.9545454545454547,0.3757197215581345,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.3684684114142165,2,0.0833
0.3513513513513513,0.4871794871794871,0.9772727272727274,0.3695529414248244,2,0.0833
0.3513513513513513,0.4871794871794871,0.9772727272727274,0.36921254149448757,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36838133236227,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.368069958782582,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36782719294079147,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36829161455117343,2,0.0833
0.3513513513513513,0.46153846153846156,0.9772727272727274,0.36804620995023307,2,0.0833
