R,G,B,IndexRGB,Day,Abs,CPC
0.7999999999999998,0.953125,0.9548387096774194,0.808129138835536,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.806140526904223,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8038836969297365,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8047743528366254,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8005427070492792,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8050079909984809,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8052321331307515,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8044704798899178,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8043455981423615,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8073986612389992,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8056372373362386,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8040635839807355,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8053292434710317,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8034746509761201,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8020980850270907,2,0.0,0.0833
0.7999999999999998,0.953125,0.9548387096774194,0.8016800805549984,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8049060430582231,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8060478958231805,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8074158615944729,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8085568185075824,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.809146468193676,2,0.0,0.0833
0.7999999999999998,0.96875,0.9612903225806452,0.8100614912708197,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8083746022417797,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8104203695209704,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8103832812544796,2,0.0,0.0833
0.8117647058823532,0.96875,0.9612903225806452,0.8115116962417224,2,0.0,0.0833
0.7999999999999998,0.96875,0.9612903225806452,0.8097938107387552,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8087402889659723,2,0.0,0.0833
0.8117647058823532,0.96875,0.9612903225806452,0.8115412593526936,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8124591491557491,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8127413424877448,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8124256442966491,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.812656415732592,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8121101252759226,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8126854413324542,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8126435154659863,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.812785776739386,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8140955121405842,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8113597597683686,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8136237565576354,2,0.0,0.0833
0.7999999999999998,0.96875,0.9677419354838709,0.8108761789410317,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8126343777771408,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8126969082361035,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8122846372158361,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8126626866955253,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8124546698965114,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8131303213599748,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8138265774159334,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8129692471977754,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8128483071983488,2,0.0,0.0833
0.7999999999999998,0.96875,0.9612903225806452,0.8106210403348335,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8117000043000888,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8103307843362098,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.813164722070923,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8129137043832242,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8126960123842562,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8123822850672249,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.813693633001749,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8120278860763124,2,0.0,0.0833
0.7999999999999998,0.953125,0.9612903225806452,0.8097051214058424,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8141592967921336,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.8154566694378351,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.814696628730327,2,0.0,0.0833
0.8117647058823532,0.96875,0.9677419354838709,0.812697983258321,2,0.0,0.0833
