R,G,B,IndexRGB,Day,Abs,CPC
0.6703296703296704,0.8698224852071006,0.8880597014925373,0.6702057796463132,2,0.0,0.0833
0.6813186813186813,0.8816568047337277,0.9029850746268657,0.6829467539446782,2,0.0,0.0833
0.6813186813186813,0.8816568047337277,0.8955223880597015,0.6747578631734013,2,0.0,0.0833
0.6703296703296704,0.8816568047337277,0.8955223880597015,0.6667003485657627,2,0.0,0.0833
0.6703296703296704,0.8816568047337277,0.9029850746268657,0.6723999626650392,2,0.0,0.0833
0.7252747252747254,0.9940828402366864,1.0,0.7244718435242862,2,0.0,0.0833
0.7252747252747254,0.9940828402366864,0.9925373134328359,0.7203549435392503,2,0.0,0.0833
0.7142857142857143,0.9881656804733727,0.9850746268656716,0.7144869199444935,2,0.0,0.0833
0.7362637362637363,0.9940828402366864,1.0,0.7324048524054154,2,0.0,0.0833
0.7252747252747254,1.0,1.0,0.7281299323664114,2,0.0,0.0833
0.7252747252747254,1.0,1.0,0.7263310508400617,2,0.0,0.0833
0.7252747252747254,1.0,0.9925373134328359,0.7193505191453109,2,0.0,0.0833
0.7142857142857143,0.9940828402366864,0.9925373134328359,0.7173761901147144,2,0.0,0.0833
0.7252747252747254,1.0,1.0,0.727371838279294,2,0.0,0.0833
0.7252747252747254,1.0,1.0,0.7279219759645298,2,0.0,0.0833
0.7252747252747254,1.0,1.0,0.7249281410926374,2,0.0,0.0833
0.7252747252747254,1.0,1.0,0.7262990446573386,2,0.0,0.0833
0.7252747252747254,1.0,1.0,0.719267906328125,2,0.0,0.0833
0.7142857142857143,0.9881656804733727,0.9850746268656716,0.7094798794221526,2,0.0,0.0833
0.7252747252747254,0.9881656804733727,0.9925373134328359,0.719308961379262,2,0.0,0.0833
0.6483516483516484,0.9171597633136095,0.8955223880597015,0.6510637363749596,2,0.0,0.0833
0.6593406593406594,0.9289940828402365,0.9029850746268657,0.6617665368489192,2,0.0,0.0833
0.6483516483516484,0.9230769230769229,0.8955223880597015,0.6523237075157722,2,0.0,0.0833
0.6483516483516484,0.9171597633136095,0.8955223880597015,0.6491039860768077,2,0.0,0.0833
0.6593406593406594,0.9230769230769229,0.9029850746268657,0.6604549536438201,2,0.0,0.0833
0.6593406593406594,0.9171597633136095,0.8955223880597015,0.6561507085682897,2,0.0,0.0833
0.6483516483516484,0.9171597633136095,0.8955223880597015,0.645167895888412,2,0.0,0.0833
0.6593406593406594,0.9230769230769229,0.9029850746268657,0.6553111746654474,2,0.0,0.0833
0.6593406593406594,0.9230769230769229,0.9029850746268657,0.6579185893417401,2,0.0,0.0833
0.6373626373626374,0.9171597633136095,0.8880597014925373,0.6407667944065257,2,0.0,0.0833
0.6263736263736264,0.9053254437869822,0.8805970149253731,0.6219468238220509,2,0.0,0.0833
0.6593406593406594,0.9230769230769229,0.9029850746268657,0.6559682230552767,2,0.0,0.0833
0.6263736263736264,0.9112426035502958,0.8880597014925373,0.6262162139970242,2,0.0,0.0833
0.6263736263736264,0.9112426035502958,0.8880597014925373,0.6294409625851075,2,0.0,0.0833
0.6263736263736264,0.9112426035502958,0.8805970149253731,0.6277655813554434,2,0.0,0.0833
0.6263736263736264,0.9112426035502958,0.8805970149253731,0.6281260279472625,2,0.0,0.0833
0.6263736263736264,0.9053254437869822,0.8805970149253731,0.6292906508264549,2,0.0,0.0833
0.6263736263736264,0.9053254437869822,0.8805970149253731,0.626296480811288,2,0.0,0.0833
0.6263736263736264,0.9053254437869822,0.873134328358209,0.6232803589116356,2,0.0,0.0833
0.6263736263736264,0.8994082840236686,0.8805970149253731,0.6247120909806744,2,0.0,0.0833
0.6923076923076924,0.9349112426035502,0.9477611940298508,0.6874153867963939,2,0.0,0.0833
0.6813186813186813,0.9289940828402365,0.9477611940298508,0.6835979373272022,2,0.0,0.0833
0.6813186813186813,0.9289940828402365,0.9477611940298508,0.6856537061735234,2,0.0,0.0833
0.6923076923076924,0.9289940828402365,0.9477611940298508,0.687784379541715,2,0.0,0.0833
0.6923076923076924,0.9349112426035502,0.9477611940298508,0.6880288665605268,2,0.0,0.0833
0.6923076923076924,0.9289940828402365,0.9477611940298508,0.6868866982807317,2,0.0,0.0833
0.6923076923076924,0.9289940828402365,0.9477611940298508,0.6884767855470133,2,0.0,0.0833
0.7032967032967034,0.9289940828402365,0.9477611940298508,0.7013486332941048,2,0.0,0.0833
0.7032967032967034,0.9230769230769229,0.9402985074626866,0.7006959417668451,2,0.0,0.0833
0.6813186813186813,0.9230769230769229,0.9402985074626866,0.6849661597457066,2,0.0,0.0833
0.7032967032967034,0.9289940828402365,0.9477611940298508,0.7001550205216606,2,0.0,0.0833
0.7032967032967034,0.9230769230769229,0.9402985074626866,0.6969765217054703,2,0.0,0.0833
0.7032967032967034,0.9171597633136095,0.9402985074626866,0.6984186432160214,2,0.0,0.0833
0.7252747252747254,0.9112426035502958,0.9402985074626866,0.7208956972127977,2,0.0,0.0833
0.7032967032967034,0.8934911242603549,0.917910447761194,0.6977979578714849,2,0.0,0.0833
0.7142857142857143,0.8934911242603549,0.9253731343283582,0.7089627533494638,2,0.0,0.0833
0.7032967032967034,0.8875739644970413,0.917910447761194,0.7067233259886684,2,0.0,0.0833
0.7032967032967034,0.8816568047337277,0.9104477611940299,0.6969636186893987,2,0.0,0.0833
0.7032967032967034,0.8816568047337277,0.917910447761194,0.7057085121532167,2,0.0,0.0833
0.6923076923076924,0.875739644970414,0.9104477611940299,0.6959385829840721,2,0.0,0.0833
0.6703296703296704,0.9053254437869822,0.917910447761194,0.6717645310164209,2,0.0,0.0833
