C,M,Y,K,IndexCMYK,Day,CPC
0.051948051948051965,0.0,0.013333333333333336,0.16666666666666666,0.05194449176841642,2,0.0833
0.038961038961038974,0.0,0.04000000000000001,0.1794871794871795,0.03896127401473809,2,0.0833
0.12987012987012986,0.0,0.053333333333333344,0.19230769230769232,0.12986291833752284,2,0.0833
0.12987012987012986,0.0,0.053333333333333344,0.19230769230769232,0.12986291833752284,2,0.0833
0.11688311688311687,0.0,0.053333333333333344,0.19230769230769232,0.11687714200141314,2,0.0833
0.10389610389610388,0.0,0.04000000000000001,0.1794871794871795,0.1038900926760149,2,0.0833
0.12987012987012986,0.0,0.06666666666666665,0.15384615384615383,0.12986415351524838,2,0.0833
0.12987012987012986,0.0,0.06666666666666665,0.15384615384615383,0.12986414091139403,2,0.0833
0.11688311688311687,0.0,0.06666666666666665,0.141025641025641,0.11687836457528433,2,0.0833
0.10389610389610388,0.0,0.06666666666666665,0.141025641025641,0.10389260084302893,2,0.0833
0.09090909090909088,0.0,0.06666666666666665,0.141025641025641,0.09090683711077358,2,0.0833
0.09090909090909088,0.0,0.06666666666666665,0.141025641025641,0.09090683711077358,2,0.0833
0.09090909090909088,0.0,0.06666666666666665,0.141025641025641,0.09090683711077358,2,0.0833
0.09090909090909088,0.0,0.06666666666666665,0.141025641025641,0.09090683711077358,2,0.0833
0.09090909090909088,0.0,0.053333333333333344,0.141025641025641,0.09090556412148504,2,0.0833
0.09090909090909088,0.0,0.053333333333333344,0.141025641025641,0.09090557672533939,2,0.0833
0.10389610389610388,0.0,0.06666666666666665,0.15384615384615383,0.10389262605073762,2,0.0833
0.09090909090909088,0.0,0.06666666666666665,0.141025641025641,0.09090683711077358,2,0.0833
0.09090909090909088,0.0,0.053333333333333344,0.141025641025641,0.09090556412148504,2,0.0833
0.09090909090909088,0.0,0.06666666666666665,0.141025641025641,0.09090683711077358,2,0.0833
0.28571428571428575,0.0,0.17333333333333334,0.10256410256410256,0.28570343919734925,2,0.0833
0.28571428571428575,0.0,0.17333333333333334,0.10256410256410256,0.28570343919734925,2,0.0833
0.27272727272727276,0.0,0.17333333333333334,0.10256410256410256,0.2727176754650939,2,0.0833
0.28571428571428575,0.0,0.17333333333333334,0.10256410256410256,0.28570343919734925,2,0.0833
0.27272727272727276,0.0,0.17333333333333334,0.10256410256410256,0.2727176754650939,2,0.0833
0.27272727272727276,0.0,0.17333333333333334,0.10256410256410256,0.2727176754650939,2,0.0833
0.28571428571428575,0.0,0.17333333333333334,0.10256410256410256,0.28570343919734925,2,0.0833
0.28571428571428575,0.0,0.17333333333333334,0.10256410256410256,0.28570343919734925,2,0.0833
0.27272727272727276,0.0,0.17333333333333334,0.10256410256410256,0.2727176754650939,2,0.0833
0.28571428571428575,0.0,0.17333333333333334,0.10256410256410256,0.28570343919734925,2,0.0833
0.28571428571428575,0.0,0.17333333333333334,0.10256410256410256,0.28570343919734925,2,0.0833
0.28571428571428575,0.0,0.17333333333333334,0.10256410256410256,0.28570343919734925,2,0.0833
0.28571428571428575,0.0,0.17333333333333334,0.10256410256410256,0.28570343919734925,2,0.0833
0.18181818181818182,0.0,0.08000000000000002,0.08974358974358973,0.18180840581043228,2,0.0833
0.18181818181818182,0.0,0.08000000000000002,0.08974358974358973,0.18180840581043228,2,0.0833
0.18181818181818182,0.0,0.09333333333333332,0.08974358974358973,0.18180969140357517,2,0.0833
0.18181818181818182,0.0,0.09333333333333332,0.08974358974358973,0.18180967879972082,2,0.0833
0.18181818181818182,0.0,0.09333333333333332,0.08974358974358973,0.18180967879972082,2,0.0833
0.18181818181818182,0.0,0.09333333333333332,0.08974358974358973,0.18180967879972082,2,0.0833
0.18181818181818182,0.0,0.09333333333333332,0.08974358974358973,0.18180967879972082,2,0.0833
0.15584415584415584,0.0,0.08000000000000002,0.19230769230769232,0.15583699178061067,2,0.0833
0.15584415584415584,0.0,0.08000000000000002,0.19230769230769232,0.15583697917675632,2,0.0833
0.15584415584415584,0.0,0.08000000000000002,0.19230769230769232,0.15583697917675632,2,0.0833
0.15584415584415584,0.0,0.08000000000000002,0.19230769230769232,0.15583697917675632,2,0.0833
0.15584415584415584,0.0,0.08000000000000002,0.19230769230769232,0.15583697917675632,2,0.0833
0.15584415584415584,0.0,0.08000000000000002,0.19230769230769232,0.15583699178061067,2,0.0833
0.16883116883116883,0.0,0.08000000000000002,0.19230769230769232,0.16882274290901167,2,0.0833
0.16883116883116883,0.0,0.09333333333333332,0.19230769230769232,0.1688240158983002,2,0.0833
0.16883116883116883,0.0,0.09333333333333332,0.19230769230769232,0.1688240158983002,2,0.0833
0.16883116883116883,0.0,0.09333333333333332,0.19230769230769232,0.16882402850215456,2,0.0833
0.15584415584415584,0.0,0.09333333333333332,0.19230769230769232,0.15583825216604485,2,0.0833
0.2077922077922078,0.0,0.12,0.16666666666666666,0.20778382786593463,2,0.0833
0.2077922077922078,0.0,0.12,0.16666666666666666,0.20778382786593463,2,0.0833
0.2207792207792208,0.0,0.13333333333333336,0.16666666666666666,0.22077086458747852,2,0.0833
0.24675324675324678,0.0,0.14666666666666667,0.16666666666666666,0.24674366504127782,2,0.0833
0.25974025974025977,0.0,0.16000000000000003,0.16666666666666666,0.259730714366676,2,0.0833
0.2337662337662338,0.0,0.13333333333333336,0.16666666666666666,0.23375662831973393,2,0.0833
0.25974025974025977,0.0,0.16000000000000003,0.16666666666666666,0.2597307017628217,2,0.0833
0.25974025974025977,0.0,0.16000000000000003,0.16666666666666666,0.2597307017628217,2,0.0833
0.24675324675324678,0.0,0.14666666666666667,0.1794871794871795,0.24674367764513216,2,0.0833
0.2337662337662338,0.0,0.14666666666666667,0.0641025641025641,0.23375781308204202,2,0.0833
0.2337662337662338,0.0,0.14666666666666667,0.0641025641025641,0.23375780047818773,2,0.0833
0.2337662337662338,0.0,0.14666666666666667,0.0641025641025641,0.23375780047818773,2,0.0833
0.2337662337662338,0.0,0.14666666666666667,0.0641025641025641,0.23375780047818773,2,0.0833
0.2337662337662338,0.0,0.14666666666666667,0.051282051282051266,0.23375780047818773,2,0.0833
0.2337662337662338,0.0,0.14666666666666667,0.051282051282051266,0.23375778787433338,2,0.0833
0.2337662337662338,0.0,0.14666666666666667,0.051282051282051266,0.23375778787433338,2,0.0833
0.2337662337662338,0.0,0.14666666666666667,0.051282051282051266,0.23375778787433338,2,0.0833
0.2337662337662338,0.0,0.13333333333333336,0.051282051282051266,0.23375651488504484,2,0.0833
0.2337662337662338,0.0,0.13333333333333336,0.051282051282051266,0.23375651488504484,2,0.0833
